,,,,,,,,,,,
#item,B.1,Construction of concrete worktop at 1st floor kitchen area. Rate to include for 12mm thick rendering on top face (apprx. 18Ft),Item, 1.00 ," 38,000.00 "," 38,000.00 ",,,,,
,,,,,,,,,,,
,,Concrete work Carried to Summary,,,," 38,000.00 ",,,,,
,,,,,,,,,,,
#stage,C,Masonry work,,,,,,,,,
#item,C.1,"4.5"" thick brick wall at terrace in frist floor using 1:5 cement sand mortar",ft2,500.00, 295.00 ," 147,500.00 ",,,,,
,,,,,,,,,,,
,,Masonry work Carried to Summary,,,," 147,500.00 ",,,,,
,,,,,,,,,,,
#stage,D,Wall finishes,,,,,,,,,
#item,D.1,15mm thick plaster to wall at 1st floor terrace using 1:5 cement sand mortar,ft2,1030.00, 89.00 ," 91,670.00 ",,,,,
,,,,,,,,,,,
,,Wall finishes Carried to Summary,,,," 91,670.00 ",,,,,
,,,,,,,,,,,
#stage,E,Doors & Windows,,,,,,,,,
#item,E.1,"Supplying fabricating and fixing of 9' 0"" x 6' 1.5"" approx. size powdercoated aluminium W1 window with 6mm thick plane glass at 1st and Second floor as per the drawing",Nr,4," 89,310.00 "," 357,240.00 ",," 89,302.50 ",,,
,,,,,,,,,,,
#item,E.2,"Supplying fabricating and fixing of 9' 5.5"" x 8' 3.5"" approx. size powdercoated aluminium W2 Sliding window with 6mm thick plane glass at 1st and Second floor as per the drawing",Nr,2," 127,635.00 "," 255,270.00 ",," 127,635.98 ",,,
,,,,,,,,,,,
#item,E.3,"Supplying fabricating and fixing of 3' 10"" x 8' 3.5""  approx. size powdercoated aluminium W3 window with 6mm thick plane glass at 1st and Second floor as per the drawing.",Nr,2," 51,685.00 "," 103,370.00 ",," 51,684.32 ",,,
,,,,,,,,,,,
#item,E.4,"Supplying fabricating and fixing of 4' 0"" x 4' 6"" approx. size powdercoated aluminium W4 window with 6mm thick plane glass at 1st floor as per the drawing",Nr,1," 29,160.00 "," 29,160.00 ",," 29,160.00 ",,,
,,,,,,,,,,,
#item,E.5,"Supplying fabricating and fixing of 1' 9.5"" x 2' 3.5"" approx. size powdercoated aluminium F1 fanlight with 6mm thick plane glass at 1st floor as per the drawing",Nr,2," 6,765.00 "," 13,530.00 ",," 6,764.08 ",,,
,,,,,,,,,,,
#item,E.6,"Supplying fabricating and fixing of  3' 4"" x 2' 10.5""  approx. size powdercoated aluminium F2 fanlight with 6mm thick plane glass at 2nd floor as per the drawing",Nr,1," 15,510.00 "," 15,510.00 ",," 15,509.48 ",,,
,,,,,,,,,,,
#item,E.7,"Supplying fabricating and fixing of 3' 0"" x 7' 0"" approx. size Timber door using 1"" thick  Mahogany timber sash with ""U"" shape grouves at equal gaps and 3""x5"" Thulan timber frame at frist & ground floors. Rate to include for all necessary iron mongary and apply water base paint to window sash.",Nr,2," 55,800.00 "," 111,600.00 ",," 55,800.00 ",,,
,,,,,,,,,,,
#item,E.8,"Supplying fabricating and fixing of 2' 0"" x 7' 0"" approx. size Timber window sash using   Mahogany timber Planks with 6mm thick Planin glass at Ground floor. Rate to include for all necessary iron mongary and apply water base paint to sash",Nr,5," 45,735.00 "," 228,675.00 ",," 45,734.36 ",,,
,,,,,,,,,,,
,E.9,Allow item sum for applying waterbase paint to exsisting timber frames and sashes,Item,1,, -   ,,,,,
,,,,,,,,,,,
,,Doors & Windows Carried to Summary,,,," 1,114,355.00 ",,,,,
,,,,,,,,,,,
#stage,F,Roof Work,,,,,,,,,
#item,F.1,Supplying fabricating and fixing of aluminium checkered plate sheet roof for spiral staircase as per thd detail drawing. (apprx. Area 50 Sq.ft),Item,1," 250,000.00 "," 250,000.00 ",,,,,
,,,,,,,,,,,
#item,F.2,Supplying fabricating and fixing of 0.47mm thick Zn/Al corogated sheet roof at roof terrace as per thd detail drawing.(apprx. Area 980Sq.ft),Item,1," 650,000.00 "," 650,000.00 ",,,,,
,,,,,,,,,,,
,,Roof Work Carried to Summary,,,," 900,000.00 ",,,,,
,,,,,,,,,,,
#stage,G,Steel Work,,,,,,,,,
#item,G.1,Supplying fabricating and fixing steel staircase from ground floor to frist floor as per the detail drawing. (apprx. length 8ft),Item,1," 85,000.00 "," 85,000.00 ",,,,,
,,,,,,,,,,,
#item,G.2,Supplying fabricating and fixing of steel hand rail as per the detail drawing at roof terrace. (apprx. length 107ft),Item,1," 197,950.00 "," 197,950.00 ",,,,,
,,,,,,,,,,,
#item,G.3,Supplying fabricating and fixing of Steel sliding gate as per the detail drawing,Item,1," 375,000.00 "," 375,000.00 ",,,,,
,,,,,,,,,,,
,,Steel Work Carried to Summary,,,," 657,950.00 ",,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
